          Dimensions           Particles         Metro-steps          StepLength                 WF1              Energy          Energy_std          Energy_var             Alpha_0               Epoch               Alpha                Beta
                   3                  10               10000             0.10000             0.51985            15.25504             0.07384             0.00545             1.10000                  13             0.51985             0.00000
                   3                  10               10000             0.10000             0.51715            15.24152             0.05385             0.00290             1.10000                  14             0.51715             0.00000
                   3                  10               10000             0.10000             0.51549            15.19778             0.06720             0.00452             1.10000                  15             0.51549             0.00000
                   3                  10               10000             0.10000             0.51262            15.11335             0.09825             0.00965             1.10000                  16             0.51262             0.00000
                   3                  10               10000             0.10000             0.50507            15.05573             0.02634             0.00069             1.10000                  17             0.50507             0.00000
                   3                  10               10000             0.10000             0.50370            15.05760             0.01414             0.00020             1.10000                  18             0.50370             0.00000
                   3                  10               10000             0.10000             0.50316            15.04190             0.01465             0.00021             1.10000                  19             0.50316             0.00000
                   3                  10               10000             0.10000             0.50249            15.03791             0.01790             0.00032             1.10000                  20             0.50249             0.00000
                   3                  10               10000             0.10000             0.50120            15.01124             0.00855             0.00007             1.10000                  21             0.50120             0.00000
                   3                  10               10000             0.10000             0.50060            15.01065             0.00142             0.00000             1.10000                  22             0.50060             0.00000
                   3                  10               10000             0.10000             0.50056            15.00632             0.00320             0.00001             1.10000                  23             0.50056             0.00000
                   3                  10               10000             0.10000             0.50038            15.00640             0.00121             0.00000             1.10000                  24             0.50038             0.00000
                   3                  10               10000             0.10000             0.50034            15.00369             0.00220             0.00000             1.10000                  25             0.50034             0.00000
                   3                  10               10000             0.10000             0.50020            15.00150             0.00131             0.00000             1.10000                  26             0.50020             0.00000
                   3                  10               10000             0.10000             0.50012            15.00108             0.00124             0.00000             1.10000                  27             0.50012             0.00000
                   3                  10               10000             0.10000             0.49999            14.99994             0.00007             0.00000             1.10000                  28             0.49999             0.00000
                   3                  10               10000             0.10000             0.50000            15.00001             0.00001             0.00000             1.10000                  29             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00001             0.00001             0.00000             1.10000                  30             0.50000             0.00000
