          Dimensions           Particles         Metro-steps          StepLength                 WF1              Energy          Energy_std          Energy_var             Alpha_0               Epoch               Alpha                Beta
                   3                  10               10000             0.10000             0.50016            15.00199             0.00068             0.00000             0.70000                  19             0.50016             0.00000
                   3                  10               10000             0.10000             0.50013            15.00190             0.00090             0.00000             0.70000                  20             0.50013             0.00000
                   3                  10               10000             0.10000             0.50006            15.00053             0.00044             0.00000             0.70000                  21             0.50006             0.00000
                   3                  10               10000             0.10000             0.50003            15.00053             0.00007             0.00000             0.70000                  22             0.50003             0.00000
                   3                  10               10000             0.10000             0.50003            15.00031             0.00015             0.00000             0.70000                  23             0.50003             0.00000
                   3                  10               10000             0.10000             0.50002            15.00034             0.00006             0.00000             0.70000                  24             0.50002             0.00000
                   3                  10               10000             0.10000             0.50002            15.00020             0.00011             0.00000             0.70000                  25             0.50002             0.00000
                   3                  10               10000             0.10000             0.50001            15.00008             0.00008             0.00000             0.70000                  26             0.50001             0.00000
                   3                  10               10000             0.10000             0.50001            15.00006             0.00007             0.00000             0.70000                  27             0.50001             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.70000                  28             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.70000                  29             0.50000             0.00000
                   3                  10               10000             0.10000             0.80000            18.75109             0.87839             0.77157             0.80000                   0             0.80000             0.00000
                   3                  10               10000             0.10000             0.78022            15.48153             1.54935             2.40050             0.80000                   1             0.78022             0.00000
                   3                  10               10000             0.10000             0.71330            16.48270             1.08012             1.16666             0.80000                   2             0.71330             0.00000
                   3                  10               10000             0.10000             0.66822            16.44754             0.91927             0.84506             0.80000                   3             0.66822             0.00000
                   3                  10               10000             0.10000             0.62522            16.77697             0.51579             0.26604             0.80000                   4             0.62522             0.00000
                   3                  10               10000             0.10000             0.60634            16.46228             0.42582             0.18132             0.80000                   5             0.60634             0.00000
                   3                  10               10000             0.10000             0.59093            15.66411             0.83029             0.68939             0.80000                   6             0.59093             0.00000
                   3                  10               10000             0.10000             0.52143            15.23920             0.12026             0.01446             0.80000                   7             0.52143             0.00000
                   3                  10               10000             0.10000             0.51482            15.18085             0.09159             0.00839             0.80000                   8             0.51482             0.00000
                   3                  10               10000             0.10000             0.50924            15.11645             0.04027             0.00162             0.80000                   9             0.50924             0.00000
                   3                  10               10000             0.10000             0.50750            15.09011             0.02504             0.00063             0.80000                  10             0.50750             0.00000
                   3                  10               10000             0.10000             0.50667            15.06556             0.04463             0.00199             0.80000                  11             0.50667             0.00000
                   3                  10               10000             0.10000             0.50370            15.05205             0.02123             0.00045             0.80000                  12             0.50370             0.00000
                   3                  10               10000             0.10000             0.50249            15.03103             0.00923             0.00009             0.80000                  13             0.50249             0.00000
                   3                  10               10000             0.10000             0.50215            15.03012             0.00634             0.00004             0.80000                  14             0.50215             0.00000
                   3                  10               10000             0.10000             0.50196            15.02440             0.00823             0.00007             0.80000                  15             0.50196             0.00000
                   3                  10               10000             0.10000             0.50162            15.01406             0.01233             0.00015             0.80000                  16             0.50162             0.00000
                   3                  10               10000             0.10000             0.50068            15.00717             0.00349             0.00001             0.80000                  17             0.50068             0.00000
                   3                  10               10000             0.10000             0.50051            15.00784             0.00186             0.00000             0.80000                  18             0.50051             0.00000
                   3                  10               10000             0.10000             0.50044            15.00561             0.00196             0.00000             0.80000                  19             0.50044             0.00000
                   3                  10               10000             0.10000             0.50035            15.00528             0.00251             0.00001             0.80000                  20             0.50035             0.00000
                   3                  10               10000             0.10000             0.50017            15.00152             0.00121             0.00000             0.80000                  21             0.50017             0.00000
                   3                  10               10000             0.10000             0.50008            15.00148             0.00020             0.00000             0.80000                  22             0.50008             0.00000
                   3                  10               10000             0.10000             0.50008            15.00087             0.00044             0.00000             0.80000                  23             0.50008             0.00000
                   3                  10               10000             0.10000             0.50006            15.00094             0.00017             0.00000             0.80000                  24             0.50006             0.00000
                   3                  10               10000             0.10000             0.50005            15.00055             0.00031             0.00000             0.80000                  25             0.50005             0.00000
                   3                  10               10000             0.10000             0.50003            15.00022             0.00021             0.00000             0.80000                  26             0.50003             0.00000
                   3                  10               10000             0.10000             0.50002            15.00017             0.00020             0.00000             0.80000                  27             0.50002             0.00000
                   3                  10               10000             0.10000             0.50000            14.99999             0.00001             0.00000             0.80000                  28             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.80000                  29             0.50000             0.00000
