          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             2.10000             0.60000            15.31366             0.67168             0.45116               14532             0.44348                   0                   1
                   3                  10               32768             1.00000             2.10000             0.70000            15.94601             1.27593             1.62800               13639             0.41623                   0                   1
                   3                  10               32768             1.00000             2.10000             0.80000            16.71256             1.81312             3.28741               12514             0.38190                   0                   1
                   3                  10               32768             1.00000             2.20000             0.20000            21.37184             3.95528            15.64426               20968             0.63989                   0                   1
                   3                  10               32768             1.00000             2.20000             0.30000            16.86209             2.05991             4.24322               18599             0.56760                   0                   1
                   3                  10               32768             1.00000             2.20000             0.40000            15.29843             0.83145             0.69131               16597             0.50650                   0                   1
                   3                  10               32768             1.00000             2.20000             0.60000            15.26808             0.69704             0.48587               14099             0.43027                   0                   1
                   3                  10               32768             1.00000             2.20000             0.70000            15.88112             1.28678             1.65580               12939             0.39487                   0                   1
                   3                  10               32768             1.00000             2.20000             0.80000            16.72268             1.84525             3.40493               11911             0.36349                   0                   1
                   3                  10               32768             1.00000             2.30000             0.20000            21.25936             3.78944            14.35982               20402             0.62262                   0                   1
                   3                  10               32768             1.00000             2.30000             0.30000            16.81194             1.91011             3.64851               18107             0.55258                   0                   1
                   3                  10               32768             1.00000             2.30000             0.40000            15.33720             0.84569             0.71519               16197             0.49429                   0                   1
                   3                  10               32768             1.00000             2.30000             0.60000            15.27271             0.70509             0.49715               13421             0.40958                   0                   1
                   3                  10               32768             1.00000             2.30000             0.70000            15.78868             1.31486             1.72884               12184             0.37183                   0                   1
                   3                  10               32768             1.00000             2.30000             0.80000            16.67930             1.92682             3.71265               11313             0.34525                   0                   1
                   3                  10               32768             1.00000             2.40000             0.20000            21.53974             3.95404            15.63445               20015             0.61081                   0                   1
                   3                  10               32768             1.00000             2.40000             0.30000            16.82281             1.95387             3.81759               17519             0.53464                   0                   1
                   3                  10               32768             1.00000             2.40000             0.40000            15.33218             0.82336             0.67793               15611             0.47641                   0                   1
                   3                  10               32768             1.00000             2.40000             0.60000            15.28197             0.69225             0.47921               12723             0.38828                   0                   1
                   3                  10               32768             1.00000             2.40000             0.70000            15.81710             1.33297             1.77681               11573             0.35318                   0                   1
                   3                  10               32768             1.00000             2.40000             0.80000            16.60209             1.81217             3.28396               10580             0.32288                   0                   1
                   3                  10               32768             1.00000             2.50000             0.20000            21.37076             3.92127            15.37632               19480             0.59448                   0                   1
                   3                  10               32768             1.00000             2.50000             0.30000            16.93738             2.02035             4.08183               16957             0.51749                   0                   1
                   3                  10               32768             1.00000             2.50000             0.40000            15.30998             0.86725             0.75212               15022             0.45844                   0                   1
                   3                  10               32768             1.00000             2.50000             0.60000            15.23334             0.68582             0.47035               12226             0.37311                   0                   1
                   3                  10               32768             1.00000             2.50000             0.70000            15.85656             1.26635             1.60364               10921             0.33328                   0                   1
                   3                  10               32768             1.00000             2.50000             0.80000            16.65828             1.82455             3.32898                9981             0.30460                   0                   1
                   3                  10               32768             1.00000             2.60000             0.20000            21.36680             4.00158            16.01260               19099             0.58286                   0                   1
                   3                  10               32768             1.00000             2.60000             0.30000            16.73789             1.92658             3.71171               16452             0.50208                   0                   1
                   3                  10               32768             1.00000             2.60000             0.40000            15.31446             0.86144             0.74209               14457             0.44119                   0                   1
                   3                  10               32768             1.00000             2.60000             0.60000            15.28060             0.68757             0.47276               11448             0.34937                   0                   1
                   3                  10               32768             1.00000             2.60000             0.70000            15.84462             1.31033             1.71696               10454             0.31903                   0                   1
                   3                  10               32768             1.00000             2.60000             0.80000            16.69040             1.83653             3.37283                9527             0.29074                   0                   1
                   3                  10               32768             1.00000             2.70000             0.20000            21.38073             3.88438            15.08844               18599             0.56760                   0                   1
                   3                  10               32768             1.00000             2.70000             0.30000            16.86273             2.00778             4.03118               15870             0.48431                   0                   1
                   3                  10               32768             1.00000             2.70000             0.40000            15.33071             0.82983             0.68862               13979             0.42661                   0                   1
                   3                  10               32768             1.00000             2.70000             0.60000            15.25778             0.70371             0.49521               10993             0.33548                   0                   1
                   3                  10               32768             1.00000             2.70000             0.70000            15.80975             1.26124             1.59073                9965             0.30411                   0                   1
                   3                  10               32768             1.00000             2.70000             0.80000            16.81604             1.82757             3.34002                8925             0.27237                   0                   1
                   3                  10               32768             1.00000             2.80000             0.20000            21.66516             4.02249            16.18045               18170             0.55450                   0                   1
                   3                  10               32768             1.00000             2.80000             0.30000            16.89614             2.01741             4.06995               15490             0.47272                   0                   1
                   3                  10               32768             1.00000             2.80000             0.40000            15.32597             0.82978             0.68853               13583             0.41452                   0                   1
                   3                  10               32768             1.00000             2.80000             0.60000            15.25163             0.68093             0.46367               10434             0.31842                   0                   1
                   3                  10               32768             1.00000             2.80000             0.70000            15.86393             1.35086             1.82483                9303             0.28391                   0                   1
                   3                  10               32768             1.00000             2.80000             0.80000            16.85183             1.77074             3.13552                8453             0.25797                   0                   1
                   3                  10               32768             1.00000             2.90000             0.20000            21.56385             3.88831            15.11896               17682             0.53961                   0                   1
                   3                  10               32768             1.00000             2.90000             0.30000            17.00302             2.00628             4.02517               15104             0.46094                   0                   1
                   3                  10               32768             1.00000             2.90000             0.40000            15.34351             0.84946             0.72158               12789             0.39029                   0                   1
                   3                  10               32768             1.00000             2.90000             0.60000            15.27778             0.68757             0.47276                9931             0.30307                   0                   1
                   3                  10               32768             1.00000             2.90000             0.70000            15.94938             1.26706             1.60545                8795             0.26840                   0                   1
                   3                  10               32768             1.00000             2.90000             0.80000            16.66703             1.80907             3.27274                7935             0.24216                   0                   1
                   3                  10               32768             1.00000             3.00000             0.20000            21.35516             3.95016            15.60377               17231             0.52585                   0                   1
                   3                  10               32768             1.00000             3.00000             0.30000            16.83521             1.99484             3.97937               14521             0.44315                   0                   1
