          Dimensions           Particles         Metro-steps          StepLength                 WF1              Energy          Energy_std          Energy_var             Alpha_0               Epoch               Alpha                Beta
                   3                  10               65536             1.50000             0.50060            15.00016             0.00485             0.00002             0.90000                  40             0.50060             0.00000
                   3                  10               65536             1.50000             0.50048            15.00030             0.00366             0.00001             0.90000                  41             0.50048             0.00000
                   3                  10               65536             1.50000             0.50039            15.00029             0.00295             0.00001             0.90000                  42             0.50039             0.00000
                   3                  10               65536             1.50000             0.50033            15.00020             0.00248             0.00001             0.90000                  43             0.50033             0.00000
                   3                  10               65536             1.50000             0.50027            14.99989             0.00215             0.00000             0.90000                  44             0.50027             0.00000
                   3                  10               65536             1.50000             0.50022            15.00007             0.00167             0.00000             0.90000                  45             0.50022             0.00000
                   3                  10               65536             1.50000             0.50018            14.99996             0.00137             0.00000             0.90000                  46             0.50018             0.00000
                   3                  10               65536             1.50000             0.50015            14.99994             0.00114             0.00000             0.90000                  47             0.50015             0.00000
                   3                  10               65536             1.50000             0.50012            14.99994             0.00114             0.00000             0.90000                  48             0.50012             0.00000
                   3                  10               65536             1.50000             1.00000            18.96840             2.81628             7.93143             1.00000                   0             1.00000             0.00000
                   3                  10               65536             1.50000             0.96798            18.24891             2.62562             6.89388             1.00000                   1             0.96798             0.00000
                   3                  10               65536             1.50000             0.93759            18.07637             2.69420             7.25873             1.00000                   2             0.93759             0.00000
                   3                  10               65536             1.50000             0.90266            17.75662             2.35014             5.52314             1.00000                   3             0.90266             0.00000
                   3                  10               65536             1.50000             0.87304            17.36295             2.33819             5.46714             1.00000                   4             0.87304             0.00000
                   3                  10               65536             1.50000             0.84073            16.98063             2.17699             4.73928             1.00000                   5             0.84073             0.00000
                   3                  10               65536             1.50000             0.80931            16.76569             1.92059             3.68866             1.00000                   6             0.80931             0.00000
                   3                  10               65536             1.50000             0.78173            16.49670             1.77777             3.16047             1.00000                   7             0.78173             0.00000
                   3                  10               65536             1.50000             0.75523            16.27019             1.58873             2.52405             1.00000                   8             0.75523             0.00000
                   3                  10               65536             1.50000             0.73138            16.06406             1.51562             2.29711             1.00000                   9             0.73138             0.00000
                   3                  10               65536             1.50000             0.70696            15.89582             1.37143             1.88081             1.00000                  10             0.70696             0.00000
                   3                  10               65536             1.50000             0.68417            15.73971             1.18845             1.41240             1.00000                  11             0.68417             0.00000
                   3                  10               65536             1.50000             0.66456            15.59004             1.10650             1.22434             1.00000                  12             0.66456             0.00000
                   3                  10               65536             1.50000             0.64521            15.46984             1.03159             1.06418             1.00000                  13             0.64521             0.00000
                   3                  10               65536             1.50000             0.62583            15.33461             0.88053             0.77533             1.00000                  14             0.62583             0.00000
                   3                  10               65536             1.50000             0.60926            15.33843             0.74359             0.55293             1.00000                  15             0.60926             0.00000
                   3                  10               65536             1.50000             0.59545            15.22759             0.67734             0.45879             1.00000                  16             0.59545             0.00000
                   3                  10               65536             1.50000             0.58216            15.17476             0.60840             0.37015             1.00000                  17             0.58216             0.00000
                   3                  10               65536             1.50000             0.56956            15.07413             0.53836             0.28983             1.00000                  18             0.56956             0.00000
                   3                  10               65536             1.50000             0.55776            15.08281             0.39733             0.15787             1.00000                  19             0.55776             0.00000
                   3                  10               65536             1.50000             0.54994            15.03561             0.39093             0.15282             1.00000                  20             0.54994             0.00000
                   3                  10               65536             1.50000             0.54111            15.03858             0.31001             0.09611             1.00000                  21             0.54111             0.00000
                   3                  10               65536             1.50000             0.53432            15.01866             0.25878             0.06697             1.00000                  22             0.53432             0.00000
                   3                  10               65536             1.50000             0.52860            15.01898             0.22329             0.04986             1.00000                  23             0.52860             0.00000
                   3                  10               65536             1.50000             0.52347            15.01552             0.17637             0.03111             1.00000                  24             0.52347             0.00000
                   3                  10               65536             1.50000             0.51955            15.00227             0.15451             0.02387             1.00000                  25             0.51955             0.00000
                   3                  10               65536             1.50000             0.51592            14.99960             0.13021             0.01695             1.00000                  26             0.51592             0.00000
                   3                  10               65536             1.50000             0.51275            15.00013             0.10309             0.01063             1.00000                  27             0.51275             0.00000
                   3                  10               65536             1.50000             0.51026            15.00096             0.08187             0.00670             1.00000                  28             0.51026             0.00000
                   3                  10               65536             1.50000             0.50830            15.00065             0.06422             0.00412             1.00000                  29             0.50830             0.00000
                   3                  10               65536             1.50000             0.50681            15.00313             0.05490             0.00301             1.00000                  30             0.50681             0.00000
                   3                  10               65536             1.50000             0.50548            15.00111             0.04232             0.00179             1.00000                  31             0.50548             0.00000
                   3                  10               65536             1.50000             0.50449            15.00183             0.03395             0.00115             1.00000                  32             0.50449             0.00000
                   3                  10               65536             1.50000             0.50372            15.00127             0.02909             0.00085             1.00000                  33             0.50372             0.00000
                   3                  10               65536             1.50000             0.50303            14.99963             0.02381             0.00057             1.00000                  34             0.50303             0.00000
                   3                  10               65536             1.50000             0.50247            15.00045             0.01851             0.00034             1.00000                  35             0.50247             0.00000
                   3                  10               65536             1.50000             0.50205            15.00032             0.01546             0.00024             1.00000                  36             0.50205             0.00000
                   3                  10               65536             1.50000             0.50170            15.00060             0.01283             0.00016             1.00000                  37             0.50170             0.00000
                   3                  10               65536             1.50000             0.50141            15.00090             0.01063             0.00011             1.00000                  38             0.50141             0.00000
                   3                  10               65536             1.50000             0.50117            15.00068             0.00857             0.00007             1.00000                  39             0.50117             0.00000
                   3                  10               65536             1.50000             0.50097            15.00057             0.00754             0.00006             1.00000                  40             0.50097             0.00000
                   3                  10               65536             1.50000             0.50080            15.00005             0.00620             0.00004             1.00000                  41             0.50080             0.00000
                   3                  10               65536             1.50000             0.50065            15.00030             0.00484             0.00002             1.00000                  42             0.50065             0.00000
                   3                  10               65536             1.50000             0.50054            15.00042             0.00397             0.00002             1.00000                  43             0.50054             0.00000
                   3                  10               65536             1.50000             0.50046            14.99989             0.00356             0.00001             1.00000                  44             0.50046             0.00000
                   3                  10               65536             1.50000             0.50037            15.00023             0.00290             0.00001             1.00000                  45             0.50037             0.00000
                   3                  10               65536             1.50000             0.50030            14.99985             0.00242             0.00001             1.00000                  46             0.50030             0.00000
                   3                  10               65536             1.50000             0.50024            14.99993             0.00192             0.00000             1.00000                  47             0.50024             0.00000
                   3                  10               65536             1.50000             0.50020            15.00015             0.00152             0.00000             1.00000                  48             0.50020             0.00000
                   3                  10               65536             1.50000             0.50016            15.00003             0.00128             0.00000             1.00000                  49             0.50016             0.00000
                   3                  10               65536             1.50000             0.50013            15.00003             0.00128             0.00000             1.00000                  50             0.50013             0.00000
                   3                  10               65536             1.50000             1.10000            20.12861             3.35627            11.26452             1.10000                   0             1.10000             0.00000
                   3                  10               65536             1.50000             1.06447            19.36459             3.16553            10.02059             1.10000                   1             1.06447             0.00000
                   3                  10               65536             1.50000             1.03011            18.80294             3.18032            10.11441             1.10000                   2             1.03011             0.00000
                   3                  10               65536             1.50000             0.99236            18.67805             2.85330             8.14133             1.10000                   3             0.99236             0.00000
                   3                  10               65536             1.50000             0.95881            18.30739             2.71736             7.38402             1.10000                   4             0.95881             0.00000
                   3                  10               65536             1.50000             0.92540            17.85055             2.62720             6.90219             1.10000                   5             0.92540             0.00000
                   3                  10               65536             1.50000             0.89093            17.62961             2.33548             5.45446             1.10000                   6             0.89093             0.00000
                   3                  10               65536             1.50000             0.86056            17.24231             2.25218             5.07232             1.10000                   7             0.86056             0.00000
                   3                  10               65536             1.50000             0.82925            17.02193             2.03773             4.15233             1.10000                   8             0.82925             0.00000
                   3                  10               65536             1.50000             0.80053            16.66747             1.89782             3.60173             1.10000                   9             0.80053             0.00000
                   3                  10               65536             1.50000             0.77262            16.40346             1.74038             3.02893             1.10000                  10             0.77262             0.00000
                   3                  10               65536             1.50000             0.74619            16.21308             1.58272             2.50500             1.10000                  11             0.74619             0.00000
                   3                  10               65536             1.50000             0.72146            16.03090             1.42986             2.04451             1.10000                  12             0.72146             0.00000
                   3                  10               65536             1.50000             0.69858            15.82440             1.33138             1.77256             1.10000                  13             0.69858             0.00000
                   3                  10               65536             1.50000             0.67603            15.67375             1.16477             1.35668             1.10000                  14             0.67603             0.00000
                   3                  10               65536             1.50000             0.65619            15.59785             1.03298             1.06705             1.10000                  15             0.65619             0.00000
                   3                  10               65536             1.50000             0.63829            15.43586             0.95432             0.91073             1.10000                  16             0.63829             0.00000
                   3                  10               65536             1.50000             0.62078            15.34180             0.86503             0.74828             1.10000                  17             0.62078             0.00000
                   3                  10               65536             1.50000             0.60404            15.20005             0.77678             0.60339             1.10000                  18             0.60404             0.00000
                   3                  10               65536             1.50000             0.58813            15.16496             0.60971             0.37174             1.10000                  19             0.58813             0.00000
                   3                  10               65536             1.50000             0.57639            15.12740             0.56150             0.31528             1.10000                  20             0.57639             0.00000
                   3                  10               65536             1.50000             0.56478            15.09440             0.47264             0.22339             1.10000                  21             0.56478             0.00000
                   3                  10               65536             1.50000             0.55498            15.05534             0.40926             0.16749             1.10000                  22             0.55498             0.00000
                   3                  10               65536             1.50000             0.54623            15.04324             0.34974             0.12232             1.10000                  23             0.54623             0.00000
                   3                  10               65536             1.50000             0.53858            15.04122             0.28642             0.08204             1.10000                  24             0.53858             0.00000
                   3                  10               65536             1.50000             0.53238            15.02357             0.25227             0.06364             1.10000                  25             0.53238             0.00000
                   3                  10               65536             1.50000             0.52661            15.00462             0.21013             0.04415             1.10000                  26             0.52661             0.00000
                   3                  10               65536             1.50000             0.52172            15.00250             0.17379             0.03020             1.10000                  27             0.52172             0.00000
                   3                  10               65536             1.50000             0.51760            15.00901             0.13566             0.01840             1.10000                  28             0.51760             0.00000
                   3                  10               65536             1.50000             0.51448            15.00081             0.11000             0.01210             1.10000                  29             0.51448             0.00000
                   3                  10               65536             1.50000             0.51199            15.00604             0.09350             0.00874             1.10000                  30             0.51199             0.00000
                   3                  10               65536             1.50000             0.50981            15.00203             0.07458             0.00556             1.10000                  31             0.50981             0.00000
                   3                  10               65536             1.50000             0.50811            15.00457             0.06142             0.00377             1.10000                  32             0.50811             0.00000
                   3                  10               65536             1.50000             0.50671            15.00418             0.05086             0.00259             1.10000                  33             0.50671             0.00000
                   3                  10               65536             1.50000             0.50555            15.00042             0.04210             0.00177             1.10000                  34             0.50555             0.00000
                   3                  10               65536             1.50000             0.50459            14.99935             0.03649             0.00133             1.10000                  35             0.50459             0.00000
                   3                  10               65536             1.50000             0.50372            15.00025             0.02795             0.00078             1.10000                  36             0.50372             0.00000
                   3                  10               65536             1.50000             0.50309            15.00065             0.02398             0.00057             1.10000                  37             0.50309             0.00000
                   3                  10               65536             1.50000             0.50252            15.00150             0.01915             0.00037             1.10000                  38             0.50252             0.00000
                   3                  10               65536             1.50000             0.50208            15.00107             0.01589             0.00025             1.10000                  39             0.50208             0.00000
                   3                  10               65536             1.50000             0.50172            15.00119             0.01329             0.00018             1.10000                  40             0.50172             0.00000
                   3                  10               65536             1.50000             0.50141            15.00027             0.01090             0.00012             1.10000                  41             0.50141             0.00000
                   3                  10               65536             1.50000             0.50115            15.00051             0.00876             0.00008             1.10000                  42             0.50115             0.00000
                   3                  10               65536             1.50000             0.50095            15.00050             0.00709             0.00005             1.10000                  43             0.50095             0.00000
                   3                  10               65536             1.50000             0.50079            14.99980             0.00630             0.00004             1.10000                  44             0.50079             0.00000
                   3                  10               65536             1.50000             0.50064            15.00045             0.00490             0.00002             1.10000                  45             0.50064             0.00000
                   3                  10               65536             1.50000             0.50053            14.99983             0.00406             0.00002             1.10000                  46             0.50053             0.00000
                   3                  10               65536             1.50000             0.50043            14.99978             0.00348             0.00001             1.10000                  47             0.50043             0.00000
                   3                  10               65536             1.50000             0.50035            15.00022             0.00258             0.00001             1.10000                  48             0.50035             0.00000
                   3                  10               65536             1.50000             0.50029            15.00004             0.00226             0.00001             1.10000                  49             0.50029             0.00000
                   3                  10               65536             1.50000             0.50023            14.99999             0.00190             0.00000             1.10000                  50             0.50023             0.00000
                   3                  10               65536             1.50000             0.50019            14.99993             0.00148             0.00000             1.10000                  51             0.50019             0.00000
                   3                  10               65536             1.50000             0.50015            15.00000             0.00118             0.00000             1.10000                  52             0.50015             0.00000
                   3                  10               65536             1.50000             0.50012            15.00000             0.00118             0.00000             1.10000                  53             0.50012             0.00000
                   3                  10               65536             1.50000             1.20000            21.30684             3.65577            13.36468             1.20000                   0             1.20000             0.00000
                   3                  10               65536             1.50000             1.16599            20.60991             3.55945            12.66970             1.20000                   1             1.16599             0.00000
                   3                  10               65536             1.50000             1.13142            20.22867             3.78229            14.30569             1.20000                   2             1.13142             0.00000
                   3                  10               65536             1.50000             1.08937            19.88601             3.31377            10.98108             1.20000                   3             1.08937             0.00000
                   3                  10               65536             1.50000             1.05387            19.28533             3.21822            10.35697             1.20000                   4             1.05387             0.00000
                   3                  10               65536             1.50000             1.01743            18.83050             3.00523             9.03139             1.20000                   5             1.01743             0.00000
                   3                  10               65536             1.50000             0.98261            18.58078             2.80340             7.85903             1.20000                   6             0.98261             0.00000
                   3                  10               65536             1.50000             0.94935            18.11862             2.74331             7.52575             1.20000                   7             0.94935             0.00000
                   3                  10               65536             1.50000             0.91436            17.77804             2.43802             5.94392             1.20000                   8             0.91436             0.00000
                   3                  10               65536             1.50000             0.88365            17.42982             2.32787             5.41898             1.20000                   9             0.88365             0.00000
                   3                  10               65536             1.50000             0.85274            17.18178             2.11705             4.48191             1.20000                  10             0.85274             0.00000
                   3                  10               65536             1.50000             0.82430            16.92623             1.99458             3.97835             1.20000                  11             0.82430             0.00000
                   3                  10               65536             1.50000             0.79625            16.64533             1.84349             3.39844             1.20000                  12             0.79625             0.00000
                   3                  10               65536             1.50000             0.76945            16.41719             1.78977             3.20326             1.20000                  13             0.76945             0.00000
                   3                  10               65536             1.50000             0.74109            16.20170             1.49884             2.24653             1.20000                  14             0.74109             0.00000
                   3                  10               65536             1.50000             0.71836            16.06734             1.34785             1.81669             1.20000                  15             0.71836             0.00000
                   3                  10               65536             1.50000             0.69768            15.79392             1.34870             1.81899             1.20000                  16             0.69768             0.00000
                   3                  10               65536             1.50000             0.67442            15.71345             1.18704             1.40907             1.20000                  17             0.67442             0.00000
                   3                  10               65536             1.50000             0.65359            15.42496             1.08010             1.16663             1.20000                  18             0.65359             0.00000
                   3                  10               65536             1.50000             0.63365            15.36326             0.90544             0.81981             1.20000                  19             0.63365             0.00000
                   3                  10               65536             1.50000             0.61727            15.25246             0.85895             0.73779             1.20000                  20             0.61727             0.00000
                   3                  10               65536             1.50000             0.60022            15.21691             0.71148             0.50620             1.20000                  21             0.60022             0.00000
                   3                  10               65536             1.50000             0.58632            15.12389             0.64126             0.41122             1.20000                  22             0.58632             0.00000
                   3                  10               65536             1.50000             0.57304            15.11181             0.53826             0.28972             1.20000                  23             0.57304             0.00000
                   3                  10               65536             1.50000             0.56185            15.10539             0.45799             0.20975             1.20000                  24             0.56185             0.00000
                   3                  10               65536             1.50000             0.55218            15.03735             0.41515             0.17235             1.20000                  25             0.55218             0.00000
                   3                  10               65536             1.50000             0.54267            15.02754             0.32660             0.10667             1.20000                  26             0.54267             0.00000
                   3                  10               65536             1.50000             0.53541            15.02648             0.28023             0.07853             1.20000                  27             0.53541             0.00000
                   3                  10               65536             1.50000             0.52893            15.01619             0.22198             0.04928             1.20000                  28             0.52893             0.00000
                   3                  10               65536             1.50000             0.52391            15.00686             0.18065             0.03263             1.20000                  29             0.52391             0.00000
                   3                  10               65536             1.50000             0.51988            15.01514             0.15022             0.02257             1.20000                  30             0.51988             0.00000
                   3                  10               65536             1.50000             0.51651            15.01525             0.12276             0.01507             1.20000                  31             0.51651             0.00000
                   3                  10               65536             1.50000             0.51379            15.00754             0.10533             0.01109             1.20000                  32             0.51379             0.00000
                   3                  10               65536             1.50000             0.51138            15.00705             0.08557             0.00732             1.20000                  33             0.51138             0.00000
                   3                  10               65536             1.50000             0.50946            15.00065             0.07110             0.00506             1.20000                  34             0.50946             0.00000
                   3                  10               65536             1.50000             0.50785            15.00113             0.06174             0.00381             1.20000                  35             0.50785             0.00000
                   3                  10               65536             1.50000             0.50640            15.00166             0.04769             0.00227             1.20000                  36             0.50640             0.00000
                   3                  10               65536             1.50000             0.50533            15.00195             0.04109             0.00169             1.20000                  37             0.50533             0.00000
                   3                  10               65536             1.50000             0.50437            15.00340             0.03375             0.00114             1.20000                  38             0.50437             0.00000
                   3                  10               65536             1.50000             0.50359            15.00219             0.02687             0.00072             1.20000                  39             0.50359             0.00000
                   3                  10               65536             1.50000             0.50298            15.00133             0.02361             0.00056             1.20000                  40             0.50298             0.00000
                   3                  10               65536             1.50000             0.50241            15.00059             0.01839             0.00034             1.20000                  41             0.50241             0.00000
                   3                  10               65536             1.50000             0.50199            15.00107             0.01489             0.00022             1.20000                  42             0.50199             0.00000
                   3                  10               65536             1.50000             0.50165            15.00098             0.01235             0.00015             1.20000                  43             0.50165             0.00000
                   3                  10               65536             1.50000             0.50137            14.99957             0.01099             0.00012             1.20000                  44             0.50137             0.00000
                   3                  10               65536             1.50000             0.50111            15.00122             0.00838             0.00007             1.20000                  45             0.50111             0.00000
                   3                  10               65536             1.50000             0.50092            14.99985             0.00714             0.00005             1.20000                  46             0.50092             0.00000
                   3                  10               65536             1.50000             0.50075            14.99986             0.00581             0.00003             1.20000                  47             0.50075             0.00000
                   3                  10               65536             1.50000             0.50061            15.00025             0.00475             0.00002             1.20000                  48             0.50061             0.00000
                   3                  10               65536             1.50000             0.50050            14.99997             0.00394             0.00002             1.20000                  49             0.50050             0.00000
                   3                  10               65536             1.50000             0.50041            14.99995             0.00330             0.00001             1.20000                  50             0.50041             0.00000
                   3                  10               65536             1.50000             0.50033            14.99982             0.00259             0.00001             1.20000                  51             0.50033             0.00000
                   3                  10               65536             1.50000             0.50026            15.00004             0.00205             0.00000             1.20000                  52             0.50026             0.00000
                   3                  10               65536             1.50000             0.50022            15.00015             0.00152             0.00000             1.20000                  53             0.50022             0.00000
                   3                  10               65536             1.50000             0.50018            14.99997             0.00143             0.00000             1.20000                  54             0.50018             0.00000
                   3                  10               65536             1.50000             0.50015            15.00003             0.00117             0.00000             1.20000                  55             0.50015             0.00000
                   3                  10               65536             1.50000             0.50012            15.00003             0.00117             0.00000             1.20000                  56             0.50012             0.00000
